Occurrence_Number	Taxon_name	Latitude	Longitude	Paleo_Latitude	Paleo_Longitude	Min_Ma	Max_Ma	Original_Assignment	region	globe
762	Cypridea_dolabrata	50.9635	-0.3212	41.8947	9.2256	137.7	141.7	Eu	NAfEu	Global
763	Cypridea_dolabrata	51.1405	-1.2881	42.0572	8.4025	137.7	141.7	Eu	NAfEu	Global
764	Cypridea_dolabrata	50.945	0.4591	41.8889	9.8861	137.7	141.7	Eu	NAfEu	Global
765	Cypridea_dolabrata	51.1855	0.2136	42.1245	9.6699	137.7	141.7	Eu	NAfEu	Global
766	Cypridea_dolabrata	50.8455	-1.0952	41.7649	8.5746	137.7	141.7	Eu	NAfEu	Global
767	Cypridea_dolabrata	50.8455	-1.0952	41.7649	8.5746	137.7	141.7	Eu	NAfEu	Global
768	Cypridea_dolabrata	51.0289	-0.2206	41.9613	9.3079	137.7	141.7	Eu	NAfEu	Global
769	Cypridea_dolabrata	52.6781	9.4677	43.9472	17.265	140.6	141.4	Eu	NAfEu	NA
770	Cypridea_dolabrata	52.613	8.5891	43.8489	16.532	140.6	141.4	Eu	NAfEu	NA
771	Cypridea_dolabrata	52.5102	7.0621	43.6919	15.257	140.6	141.4	Eu	NAfEu	NA
772	Cypridea_dolabrata	52.5829	7.0712	43.7651	15.259	140.6	141.4	Eu	NAfEu	NA
773	Cypridea_dolabrata	52.794	7.861	44.0031	15.9056	140.6	141.4	Eu	NAfEu	NA
774	Cypridea_dolabrata	52.8584	7.3243	44.0483	15.4499	140.6	141.4	Eu	NAfEu	NA
775	Cypridea_dolabrata	52.5198	7.3181	43.7106	15.4714	140.6	141.4	Eu	NAfEu	NA
776	Cypridea_dolabrata	52.5909	8.4805	43.8229	16.4423	140.6	141.4	Eu	NAfEu	NA
777	Cypridea_dolabrata	52.6484	7.0753	43.8302	15.2573	140.6	141.4	Eu	NAfEu	NA
778	Cypridea_dorsispinata	51.1329	-0.3235	41.6603	10.0119	127.9	132.6	Eu	NAfEu	Global
779	Cypridea_dorsispinata	51.0304	-0.1529	41.5589	10.1576	127.9	132.6	Eu	NAfEu	Global
780	Cypridea_dorsispinata	50.8755	0.2367	41.4088	10.4888	127.9	132.6	Eu	NAfEu	Global
781	Cypridea_dorsispinata	50.9635	-0.3212	41.4913	10.0177	127.9	132.6	Eu	NAfEu	Global
782	Cypridea_dorsispinata	50.6384	-2.375	41.1515	8.2939	127.9	132.6	Eu	NA	NA
783	Cypridea_dorsispinata	50.8746	0.139	41.4068	10.4064	127.9	132.6	Eu	NAfEu	Global
784	Cypridea_dorsispinata	51.0199	-0.3495	41.5471	9.9922	127.9	132.6	Eu	NAfEu	Global
785	Cypridea_dorsispinata	51.5499	-1.7818	42.0664	8.7824	127.9	132.6	Eu	NAfEu	Global
786	Cypridea_dorsispinata	51.0289	-0.2206	41.5572	10.1005	127.9	132.6	Eu	NAfEu	Global
787	Cypridea_dorsispinata	51.0987	-0.3262	41.6263	10.0109	127.9	132.6	Eu	NAfEu	Global
788	Cypridea_dorsispinata	51.0289	-0.2206	41.5572	10.1005	127.9	132.6	Eu	NAfEu	Global
789	Cypridea_dorsoinclinata	40.5662	8.1614	34.4322	14.3565	136.2	142.4	Eu	NAfEu	NA
790	Cypridea_dunkeri	52.8813	18.6953	44.6984	24.9236	141.6	143.1	Eu	NA	NA
791	Cypridea_dunkeri	52.6781	9.4677	44.0996	17.1203	142.5	144.1	Eu	NAfEu	NA
792	Cypridea_dunkeri	52.6783	9.7581	44.1118	17.3645	142.5	144.1	Eu	NAfEu	NA
793	Cypridea_dunkeri	44.2544	28.2152	37.0404	34.4149	142.6	147.1	Eu	NAfEu	Global
794	Cypridea_dunkeri	46.9597	6.8286	38.4033	15.2992	142.6	147.1	Eu	NAfEu	NA
795	Cypridea_dunkeri	51.0529	0.1396	42.2879	9.3015	142.6	147.1	Eu	NAfEu	Global
796	Cypridea_dunkeri	51.816	-0.8166	43.0299	8.455	142.6	147.1	Eu	NAfEu	Global
797	Cypridea_dunkeri	50.9529	0.4004	42.1939	9.5272	142.6	147.1	Eu	NAfEu	Global
798	Cypridea_dunkeri	50.9759	0.3055	42.2147	9.4462	142.6	147.1	Eu	NAfEu	Global
799	Cypridea_dunkeri	51.8019	-0.8514	43.0152	8.4269	142.6	147.1	Eu	NAfEu	Global
800	Cypridea_dunkeri	51.061	-1.2908	42.2659	8.0861	142.6	147.1	Eu	NAfEu	Global
801	Cypridea_dunkeri	47.0306	7.0121	38.4812	15.4531	142.6	147.1	Eu	NAfEu	NA
802	Cypridea_dunkeri	50.9589	0.4181	42.2003	9.5422	142.6	147.1	Eu	NAfEu	Global
803	Cypridea_dunkeri	50.599	-1.9533	41.7917	7.5418	142.6	147.1	Eu	NAfEu	Global
804	Cypridea_dunkeri	50.8752	0.6412	42.1216	9.736	142.6	147.1	Eu	NAfEu	Global
805	Cypridea_dunkeri	47.1473	7.2637	38.6069	15.6636	142.6	147.1	Eu	NAfEu	NA
806	Cypridea_dunkeri	50.9441	0.4584	42.1863	9.577	142.6	147.1	Eu	NAfEu	Global
807	Cypridea_dunkeri	50.8954	0.6074	42.1408	9.7061	142.6	147.1	Eu	NAfEu	Global
808	Cypridea_dunkeri	50.9635	-0.3212	42.1888	8.9141	142.6	147.1	Eu	NAfEu	Global
809	Cypridea_dunkeri	42.7559	-3.8939	34.8771	6.8926	142.6	147.1	Eu	NAfEu	NA
810	Cypridea_dunkeri	42.7515	-3.9174	34.8819	6.8723	142.6	147.1	Eu	NAfEu	NA
811	Cypridea_dunkeri	42.8956	-3.7693	34.9534	7.0742	142.6	147.1	Eu	NAfEu	NA
812	Cypridea_dunkeri	43.1844	-4.1042	35.3249	6.9889	142.6	147.1	Eu	NAfEu	NA
813	Cypridea_dunkeri	42.6954	-3.9571	34.8469	6.8068	142.6	147.1	Eu	NAfEu	NA
814	Cypridea_dunkeri	51.1405	-1.2881	42.3459	8.0854	142.6	147.1	Eu	NAfEu	Global
815	Cypridea_dunkeri	50.9475	0.4457	42.189	9.5666	142.6	147.1	Eu	NAfEu	Global
816	Cypridea_dunkeri	50.945	0.4591	42.1873	9.5778	142.6	147.1	Eu	NAfEu	Global
817	Cypridea_dunkeri	50.6168	-2.2233	41.805	7.3114	142.6	147.1	Eu	NAfEu	Global
818	Cypridea_dunkeri	50.9475	0.4463	42.189	9.5666	142.6	147.1	Eu	NAfEu	Global
819	Cypridea_dunkeri	50.9394	0.4467	42.181	9.5679	142.6	147.1	Eu	NAfEu	Global
820	Cypridea_dunkeri	51.8788	-0.8387	43.0924	8.4335	142.6	147.1	Eu	NAfEu	Global
821	Cypridea_dunkeri	50.6384	-2.375	41.8234	7.1813	142.6	147.1	Eu	NAfEu	Global
822	Cypridea_dunkeri	49.2218	3.4715	40.5467	12.2466	142.6	147.1	Eu	NAfEu	Global
823	Cypridea_dunkeri	49.0762	3.3529	40.3973	12.1542	142.6	147.1	Eu	NAfEu	Global
824	Cypridea_dunkeri	49.0762	3.3529	40.3973	12.1542	142.6	147.1	Eu	NAfEu	Global
825	Cypridea_dunkeri	49.2676	3.244	40.5858	12.049	142.6	147.1	Eu	NAfEu	Global
826	Cypridea_dunkeri	49.3276	3.3481	40.6489	12.1346	142.6	147.1	Eu	NAfEu	Global
827	Cypridea_dunkeri	49.2708	3.4013	40.5935	12.1835	142.6	147.1	Eu	NAfEu	Global
828	Cypridea_dunkeri	49.0841	3.474	40.409	12.2577	142.6	147.1	Eu	NAfEu	Global
829	Cypridea_dunkeri	49.2676	3.3699	40.5896	12.1571	142.6	147.1	Eu	NAfEu	Global
830	Cypridea_dunkeri	49.1269	3.5708	40.4549	12.3384	142.6	147.1	Eu	NAfEu	Global
831	Cypridea_dunkeri	49.1269	3.5708	40.4549	12.3384	142.6	147.1	Eu	NAfEu	Global
832	Cypridea_dunkeri	50.6716	-2.5533	41.8544	7.0287	142.6	147.1	Eu	NAfEu	Global
833	Cypridea_dunkeri	50.651	-2.366	41.8365	7.1885	142.6	147.1	Eu	NAfEu	Global
834	Cypridea_dunkeri	50.651	-2.366	41.8365	7.1885	142.6	147.1	Eu	NAfEu	Global
835	Cypridea_dunkeri	50.6646	-2.4669	41.8488	7.1021	142.6	147.1	Eu	NAfEu	Global
836	Cypridea_dunkeri	51.5634	-1.7923	42.7582	7.6411	142.6	147.1	Eu	NAfEu	Global
837	Cypridea_dunkeri	47.1633	7.2879	38.6238	15.6833	142.6	147.1	Eu	NAfEu	NA
838	Cypridea_dunkeri	47.1633	7.2879	38.6238	15.6833	142.6	147.1	Eu	NAfEu	NA
839	Cypridea_dunkeri	51.0289	-0.2206	42.2559	8.996	142.6	147.1	Eu	NAfEu	Global
840	Cypridea_dunkeri	46.3835	5.767	37.7876	14.4144	142.6	147.1	Eu	NAfEu	Global
841	Cypridea_dunkeri	46.3835	5.767	37.7876	14.4144	142.6	147.1	Eu	NAfEu	Global
842	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
843	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
844	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
845	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
846	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
847	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
848	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
849	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
850	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
851	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
852	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
853	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
854	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
855	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
856	Cypridea_dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
857	Cypridea_fasciata	50.609	-1.3654	40.6218	10.9513	121.4	124.1	Eu	NAfEu	Global
858	Cypridea_fasciata	50.7955	0.2858	40.78	12.3366	121.4	124.1	Eu	NAfEu	Global
859	Cypridea_fasciata	50.9635	-0.3212	40.9583	11.8358	121.4	124.1	Eu	NAfEu	Global
860	Cypridea_fasciata	51.9144	-0.8819	41.9175	11.4039	121.4	124.1	Eu	NAfEu	NA
861	Cypridea_fasciata	50.8746	0.139	40.8622	12.2165	121.4	124.1	Eu	NAfEu	Global
862	Cypridea_fasciata	50.609	-1.3654	40.6218	10.9513	121.4	124.1	Eu	NAfEu	Global
863	Cypridea_fasciata	50.609	-1.3654	40.6218	10.9513	121.4	124.1	Eu	NAfEu	Global
864	Cypridea_fasciata	51.0289	-0.2206	41.0217	11.9214	121.4	124.1	Eu	NAfEu	Global
865	Cypridea_frithwaldi	51.061	-1.2908	41.7645	8.7697	134.4	136.4	Eu	NAfEu	Global
866	Cypridea_frithwaldi	50.8739	0.2308	41.5963	10.0577	134.4	136.4	Eu	NAfEu	Global
867	Cypridea_frithwaldi	51.0213	-0.0329	41.7396	9.8308	134.4	136.4	Eu	NAfEu	Global
868	Cypridea_frithwaldi	50.8343	0.2822	41.557	10.1019	134.4	136.4	Eu	NAfEu	Global
869	Cypridea_frithwaldi	51.1405	-1.2881	41.8445	8.7704	134.4	136.4	Eu	NAfEu	Global
870	Cypridea_frithwaldi	50.908	0.6178	41.6359	10.3831	134.4	136.4	Eu	NAfEu	Global
871	Cypridea_frithwaldi	51.0382	0.3271	41.7616	10.1337	134.4	136.4	Eu	NAfEu	Global
872	Cypridea_frithwaldi	51.0289	-0.2206	41.7451	9.6721	134.4	136.4	Eu	NAfEu	Global
873	Cypridea_frithwaldi	50.916	0.5883	41.6435	10.3575	134.4	136.4	Eu	NAfEu	Global
874	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
875	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
876	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
877	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
878	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
879	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
880	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
881	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
882	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
883	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
884	Cypridea_funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu	NAfEu	Global
885	Cypridea_giffordi	50.8739	0.2308	41.5861	10.0746	134.6	135.8	Eu	NAfEu	Global
886	Cypridea_giffordi	51.0213	-0.0329	41.7295	9.8478	134.6	135.8	Eu	NAfEu	Global
887	Cypridea_giffordi	50.8343	0.2822	41.5468	10.1189	134.6	135.8	Eu	NAfEu	Global
888	Cypridea_giffordi	50.908	0.6178	41.6257	10.4	134.6	135.8	Eu	NAfEu	Global
889	Cypridea_giffordi	51.0382	0.3271	41.7514	10.1506	134.6	135.8	Eu	NAfEu	Global
890	Cypridea_giffordi	51.0289	-0.2206	41.735	9.6891	134.6	135.8	Eu	NAfEu	Global
891	Cypridea_giffordi	50.916	0.5883	41.6333	10.3744	134.6	135.8	Eu	NAfEu	Global
892	Cypridea_granulosa	52.6024	6.8441	43.7655	15.0832	140.2	141.4	Eu	NAfEu	NA
893	Cypridea_granulosa	44.2544	28.2152	36.9125	34.4091	141.8	145	Eu	NA	NA
894	Cypridea_granulosa	51.0529	0.1396	42.1886	9.3477	141.8	145	Eu	NAfEu	Global
895	Cypridea_granulosa	50.9529	0.4004	42.0942	9.5728	141.8	145	Eu	NAfEu	Global
896	Cypridea_granulosa	50.9759	0.3055	42.1152	9.492	141.8	145	Eu	NAfEu	Global
897	Cypridea_granulosa	51.061	-1.2908	42.1685	8.1342	141.8	145	Eu	NAfEu	Global
898	Cypridea_granulosa	52.0007	6.8032	43.3272	14.9268	141.8	145	Eu	NAfEu	NA
899	Cypridea_granulosa	50.599	-1.9533	41.6952	7.5893	141.8	145	Eu	NAfEu	Global
900	Cypridea_granulosa	50.8752	0.6412	42.0216	9.781	141.8	145	Eu	NAfEu	Global
901	Cypridea_granulosa	50.9441	0.4584	42.0865	9.6224	141.8	145	Eu	NAfEu	Global
902	Cypridea_granulosa	50.8954	0.6074	42.0409	9.7512	141.8	145	Eu	NAfEu	Global
903	Cypridea_granulosa	50.9635	-0.3212	42.0901	8.9607	141.8	145	Eu	NAfEu	Global
904	Cypridea_granulosa	42.7559	-3.8939	34.7588	6.9288	141.8	145	Eu	NAfEu	NA
905	Cypridea_granulosa	42.7521	-3.8989	34.7571	6.9225	141.8	145	Eu	NAfEu	NA
906	Cypridea_granulosa	42.8956	-3.7693	34.8352	7.1101	141.8	145	Eu	NAfEu	NA
907	Cypridea_granulosa	42.7773	-3.7962	34.7415	7.0176	141.8	145	Eu	NAfEu	NA
908	Cypridea_granulosa	42.799	-3.8238	34.7708	7.0091	141.8	145	Eu	NAfEu	NA
909	Cypridea_granulosa	42.6954	-3.9571	34.7286	6.8432	141.8	145	Eu	NAfEu	NA
910	Cypridea_granulosa	46.3835	5.767	37.6807	14.4415	141.8	145	Eu	NAfEu	NA
911	Cypridea_granulosa	46.3835	5.767	37.6807	14.4415	141.8	145	Eu	NAfEu	NA
912	Cypridea_granulosa	51.1405	-1.2881	42.2485	8.1336	141.8	145	Eu	NAfEu	Global
913	Cypridea_granulosa	50.945	0.4591	42.0875	9.6232	141.8	145	Eu	NAfEu	Global
914	Cypridea_granulosa	50.6168	-2.2233	41.7088	7.3593	141.8	145	Eu	NAfEu	Global
915	Cypridea_granulosa	50.9394	0.4467	42.0813	9.6133	141.8	145	Eu	NAfEu	Global
916	Cypridea_granulosa	42.111	-2.671	33.7749	7.4879	142.4	145	Eu	NAfEu	NA
917	Cypridea_granulosa	51.1855	0.2136	42.3395	9.3882	142.4	145	Eu	NAfEu	Global
918	Cypridea_granulosa	50.8455	-1.0952	41.9739	8.2927	142.4	145	Eu	NAfEu	Global
919	Cypridea_granulosa	50.6646	-2.4669	41.769	7.1343	142.4	145	Eu	NAfEu	Global
920	Cypridea_granulosa	51.0882	-2.0167	42.1993	7.5014	142.4	145	Eu	NAfEu	Global
921	Cypridea_granulosa	51.0563	-2.0723	42.1663	7.4559	142.4	145	Eu	NAfEu	Global
922	Cypridea_granulosa	46.3835	5.767	37.7009	14.4312	142.4	145	Eu	NAfEu	NA
923	Cypridea_granulosa	51.0289	-0.2206	42.1742	9.0266	142.4	145	Eu	NAfEu	Global
924	Cypridea_granulosa	46.3835	5.767	37.7009	14.4312	142.4	145	Eu	NAfEu	NA
925	Cypridea_granulosa	50.616	-2.1851	41.7246	7.3756	142.4	145	Eu	NAfEu	Global
926	Cypridea_granulosa	52.6781	9.4677	44.0996	17.1203	142.5	144.1	Eu	NAfEu	NA
927	Cypridea_granulosa	52.6783	9.7581	44.1118	17.3645	142.5	144.1	Eu	NAfEu	NA
928	Cypridea_granulosa	52.436	18.4311	44.3594	24.7025	143.1	144.4	Eu	NA	NA
929	Cypridea_hamata	50.668	-1.2504	40.6577	10.906	121.4	123.3	Eu	NAfEu	Global
930	Cypridea_hamata	50.609	-1.3654	40.6007	10.8078	121.4	123.3	Eu	NAfEu	Global
931	Cypridea_hamata	51.1839	1.3654	41.1386	13.1006	121.4	123.3	Eu	NAfEu	Global
932	Cypridea_hamata	51.0289	-0.2206	41.0027	11.776	121.4	123.3	Eu	NAfEu	Global
933	Cypridea_helenae	50.908	0.6178	41.6334	10.3873	134.6	136.1	Eu	NAfEu	Global
934	Cypridea_helenae	51.0382	0.3271	41.7591	10.1379	134.6	136.1	Eu	NAfEu	Global
935	Cypridea_helenae	51.0289	-0.2206	41.7426	9.6763	134.6	136.1	Eu	NAfEu	Global
936	Cypridea_helenae	50.916	0.5883	41.6409	10.3617	134.6	136.1	Eu	NAfEu	Global
937	Cypridea_hispida	51.1329	-0.3235	41.3863	11.062	125.8	126.5	Eu	NAfEu	NA
938	Cypridea_hispida	50.8755	0.2367	41.1273	11.5297	125.8	126.5	Eu	NAfEu	NA
939	Cypridea_hispida	50.8283	0.3167	41.0791	11.5965	125.8	126.5	Eu	NAfEu	NA
940	Cypridea_hispida	50.8746	0.139	41.1266	11.4476	125.8	126.5	Eu	NAfEu	NA
941	Cypridea_hispida	51.0289	-0.2206	41.2818	11.1473	125.8	126.5	Eu	NAfEu	NA
942	Cypridea_inaequalis	51.0529	0.1396	42.0716	9.4784	140.4	142.2	Eu	NAfEu	Global
943	Cypridea_inaequalis	50.9759	0.3055	41.9977	9.622	140.4	142.2	Eu	NAfEu	Global
944	Cypridea_inaequalis	51.061	-1.2908	42.0557	8.267	140.4	142.2	Eu	NAfEu	Global
945	Cypridea_inaequalis	50.8752	0.6412	41.9032	9.9099	140.4	142.2	Eu	NAfEu	Global
946	Cypridea_inaequalis	50.9697	0.3301	41.9922	9.6426	140.4	142.2	Eu	NAfEu	Global
947	Cypridea_inaequalis	46.3835	5.767	37.5466	14.537	140.4	142.2	Eu	NAfEu	NA
948	Cypridea_inaequalis	51.1405	-1.2881	42.1358	8.267	140.4	142.2	Eu	NAfEu	Global
949	Cypridea_inaequalis	50.945	0.4591	41.9696	9.7528	140.4	142.2	Eu	NAfEu	Global
950	Cypridea_inaequalis	51.1855	0.2136	42.2049	9.5358	140.4	142.2	Eu	NAfEu	Global
951	Cypridea_inaequalis	51.3614	8.8031	42.6072	16.8172	140.6	141.4	Eu	NAfEu	NA
952	Cypridea_inaequalis	52.7451	7.4001	43.9381	15.5226	140.6	141.4	Eu	NAfEu	NA
953	Cypridea_inaequalis	52.9222	7.53	44.1193	15.6176	140.6	141.4	Eu	NAfEu	NA
954	Cypridea_inaequalis	52.5829	7.0712	43.7651	15.259	140.6	141.4	Eu	NAfEu	NA
955	Cypridea_inaequalis	52.794	7.861	44.0031	15.9056	140.6	141.4	Eu	NAfEu	NA
956	Cypridea_inaequalis	52.794	7.861	44.0031	15.9056	140.6	141.4	Eu	NAfEu	NA
957	Cypridea_inaequalis	52.5198	7.3181	43.7106	15.4714	140.6	141.4	Eu	NAfEu	NA
958	Cypridea_inaequalis	52.3409	7.5784	43.5409	15.7041	140.6	141.4	Eu	NAfEu	NA
959	Cypridea_inaequalis	52.6484	7.0753	43.8302	15.2573	140.6	141.4	Eu	NAfEu	NA
960	Cypridea_isasae	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu	NA	NA
961	Cypridea_isasae	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu	NA	NA
962	Cypridea_isasae	42.1511	-2.2698	32.2457	10.2023	121.4	125.8	Eu	NA	NA
963	Cypridea_laevigata	44.2544	28.2152	36.4414	34.6968	132.6	141.6	Eu	NAfEu	Global
964	Cypridea_laevigata	45.6223	-0.084	36.4272	9.7998	132.6	141.6	Eu	NAfEu	NA
965	Cypridea_laevigata	50.9759	0.3055	41.7857	9.974	132.6	141.6	Eu	NAfEu	Global
966	Cypridea_laevigata	42.059	-1.8637	33.0136	8.524	132.6	141.6	Eu	NAfEu	NA
967	Cypridea_laevigata	51.061	-1.2908	41.8488	8.6238	132.6	141.6	Eu	NAfEu	Global
968	Cypridea_laevigata	50.8739	0.2308	41.6826	9.914	132.6	141.6	Eu	NAfEu	Global
969	Cypridea_laevigata	50.599	-1.9533	41.3795	8.0755	132.6	141.6	Eu	NAfEu	Global
970	Cypridea_laevigata	50.8752	0.6412	41.6901	10.2603	132.6	141.6	Eu	NAfEu	Global
971	Cypridea_laevigata	51.0213	-0.0329	41.8256	9.6864	132.6	141.6	Eu	NAfEu	Global
972	Cypridea_laevigata	50.8343	0.2822	41.6434	9.9584	132.6	141.6	Eu	NAfEu	Global
973	Cypridea_laevigata	50.8954	0.6074	41.7096	10.2309	132.6	141.6	Eu	NAfEu	Global
974	Cypridea_laevigata	50.9635	-0.3212	41.7644	9.4451	132.6	141.6	Eu	NAfEu	Global
975	Cypridea_laevigata	51.1405	-1.2881	41.9288	8.6244	132.6	141.6	Eu	NAfEu	Global
976	Cypridea_laevigata	50.908	0.6178	41.7227	10.2397	132.6	141.6	Eu	NAfEu	Global
977	Cypridea_laevigata	50.945	0.4591	41.7572	10.1042	132.6	141.6	Eu	NAfEu	Global
978	Cypridea_laevigata	50.9394	0.4467	41.751	10.0943	132.6	141.6	Eu	NAfEu	Global
979	Cypridea_laevigata	50.6384	-2.375	41.4144	7.7178	132.6	141.6	Eu	NAfEu	Global
980	Cypridea_laevigata	51.1855	0.2136	41.9932	9.8895	132.6	141.6	Eu	NAfEu	Global
981	Cypridea_laevigata	51.1855	0.2136	41.9932	9.8895	132.6	141.6	Eu	NAfEu	Global
982	Cypridea_laevigata	51.0731	-0.0673	41.877	9.6561	132.6	141.6	Eu	NAfEu	Global
983	Cypridea_laevigata	50.8455	-1.0952	41.6362	8.7948	132.6	141.6	Eu	NAfEu	Global
984	Cypridea_laevigata	51.0896	0.6517	41.9052	10.2621	132.6	141.6	Eu	NAfEu	Global
985	Cypridea_laevigata	51.0873	0.5531	41.9006	10.1787	132.6	141.6	Eu	NAfEu	Global
986	Cypridea_laevigata	51.0382	0.3271	41.848	9.9896	132.6	141.6	Eu	NAfEu	Global
987	Cypridea_laevigata	51.0289	-0.2206	41.8308	9.5275	132.6	141.6	Eu	NAfEu	Global
988	Cypridea_laevigata	50.916	0.5883	41.7302	10.2141	132.6	141.6	Eu	NAfEu	Global
989	Cypridea_laevigata	51.3614	8.8031	42.596	16.8329	140.2	141.4	Eu	NAfEu	NA
990	Cypridea_laevigata	52.7451	7.4001	43.927	15.5389	140.2	141.4	Eu	NAfEu	NA
991	Cypridea_laevigata	52.5102	7.0621	43.6809	15.2733	140.2	141.4	Eu	NAfEu	NA
992	Cypridea_laevigata	52.6024	6.8441	43.7655	15.0832	140.2	141.4	Eu	NAfEu	NA
993	Cypridea_laevigata	52.5829	7.0712	43.7541	15.2753	140.2	141.4	Eu	NAfEu	NA
994	Cypridea_laevigata	52.3591	7.1444	43.5329	15.3537	140.2	141.4	Eu	NAfEu	NA
995	Cypridea_laevigata	52.5198	7.3181	43.6996	15.4876	140.2	141.4	Eu	NAfEu	NA
996	Cypridea_laevigata	52.3409	7.5784	43.5298	15.7202	140.2	141.4	Eu	NAfEu	NA
997	Cypridea_laevigata	52.5909	8.4805	43.8117	16.4583	140.2	141.4	Eu	NAfEu	NA
998	Cypridea_laevigata	52.6484	7.0753	43.8192	15.2736	140.2	141.4	Eu	NAfEu	NA
999	Cypridea_laevigata	52.0001	6.8026	43.1631	15.0936	140.2	141.4	Eu	NAfEu	NA
1000	Cypridea_lasius	51.061	-1.2908	41.7396	8.8127	133.4	136.4	Eu	NAfEu	Global
1001	Cypridea_lasius	50.8739	0.2308	41.5708	10.1001	133.4	136.4	Eu	NAfEu	Global
1002	Cypridea_lasius	50.8343	0.2822	41.5316	10.1443	133.4	136.4	Eu	NAfEu	Global
1003	Cypridea_lasius	51.0382	0.3271	41.7361	10.1762	133.4	136.4	Eu	NAfEu	Global
1004	Cypridea_lasius	50.916	0.5883	41.6179	10.3998	133.4	136.4	Eu	NAfEu	Global
1005	Cypridea_lata	51.0529	0.1396	42.1133	9.4176	140.6	143.6	Eu	NAfEu	Global
1006	Cypridea_lata	50.9696	0.3097	42.0336	9.565	140.6	143.6	Eu	NAfEu	Global
1007	Cypridea_lata	50.9529	0.4004	42.0184	9.642	140.6	143.6	Eu	NAfEu	Global
1008	Cypridea_lata	50.9759	0.3055	42.0395	9.5614	140.6	143.6	Eu	NAfEu	Global
1009	Cypridea_lata	51.061	-1.2908	42.0963	8.2054	140.6	143.6	Eu	NAfEu	Global
1010	Cypridea_lata	50.9549	0.4131	42.0206	9.6529	140.6	143.6	Eu	NAfEu	Global
1011	Cypridea_lata	50.599	-1.9533	41.6244	7.659	140.6	143.6	Eu	NAfEu	Global
1012	Cypridea_lata	50.8752	0.6412	41.9452	9.8496	140.6	143.6	Eu	NAfEu	Global
1013	Cypridea_lata	50.9441	0.4584	42.0105	9.6915	140.6	143.6	Eu	NAfEu	Global
1014	Cypridea_lata	50.9697	0.3301	42.034	9.582	140.6	143.6	Eu	NAfEu	Global
1015	Cypridea_lata	50.8954	0.6074	41.9645	9.8199	140.6	143.6	Eu	NAfEu	Global
1016	Cypridea_lata	50.9635	-0.3212	42.0157	9.0306	140.6	143.6	Eu	NAfEu	Global
1017	Cypridea_lata	51.0102	0.7413	42.0822	9.9285	140.6	143.6	Eu	NAfEu	Global
1018	Cypridea_lata	51.1405	-1.2881	42.1763	8.2052	140.6	143.6	Eu	NAfEu	Global
